product_name,review_title,review_text,review_date
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Finally a comfortable shoe for my 11 year old's wide foot,my kid has very wide feet so sizing is always difficult but these fit true to size in XW. I ordered 4 pairs NB (all in different models in xw) and by far he says these have the best cushioning and support. only wish they had more colors.,Reviewed in the United States on 15 February 2019
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Walking on Clouds,"I bought these for my 9yo in a size 7. I came on here and saw a great deal! I got these for $18! It had to be a mistake. My daughter loves them and says she never wants to take them off they are so comfortable. Mom, it feels like I’m walking on clouds!",Reviewed in the United States on 10 January 2019
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Buy at your own risk!,Just under (2)two months and both left and right soles have split apart! Will never purchase these models of NB. Never had any other issues with the other models. Buy at your own risk and NOT recommend these shoes for the kiddos.,Reviewed in the United States on 22 July 2019
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",These don't last!,"I purchased these for my daughter in June.  By the time school started in August they had holes in them.  Keep in mind my daughter was wearing flip flops most of the summer, not tennis shoes. These were not worth the money for less than two months of wear.",Reviewed in the United States on 9 October 2019
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",I LOVE LOVE LOVEEEEE THEM!,I bought a pair for daily walking and running (5.5 in big kid as I'm a size 7 in women).  I've yet to experience any pain in my feet. I needed a pair of shoes to support my flat feet and the these definitely do the job. The arches are wonderful on my feet and the shoes are light. They're breathable and super bright! I've gotten many compliments. I plan on purchasing another pair before they run out!,Reviewed in the United States on 29 December 2019
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child","Long lasting shoe, great for pronaters",Good looking shoe. The previous pair we had of this same shoe lasted for almost a year on a boy who is really rough on shoes. Runs a little large. Great for kids who tend to walk on the insides of their feet. Nice color combination.,Reviewed in the United States on 19 December 2019
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Clarks shoes have never let me down!,Very comfortable and perfect fit. I bought this colour because it was half the price of the other colour options and I wanted the shoe for outside work so colour was of less concern. I like the colour and am wearing these shoes much more than I expected to. Excellent value.,Reviewed in Canada on 7 September 2019
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",I  L O V E  ' E M ! ! !but I'm pretty sure that on a wet floor,"I'm wearing them now.  There're very light BUT very strong!  I'm not quite sure about this, but I'm pretty sure that on a wet floor, they're more stable when I put weight on them.  I simply don't want to know WITHOUT A DOUBT, because I don't want to get my insurance involved. ;]",Reviewed in the United States on 5 September 2018
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Comfort is wonderful for my husband.,Excellent,Reviewed in the United States on 4 June 2018
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Five Stars,Very comfortable and the color is accurate,Reviewed in the United States on 25 May 2018
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",True to fit,Love it I have nothing bad to say about it.,Reviewed in the United States on 23 June 2019
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",Five Stars,"Confy, expectrd size",Reviewed in the United States on 11 June 2018
"Clarks Men's Step Isle Lace Sneaker, Rust Canvas, 6 UK",attractive,nice color,Reviewed in the United States on 17 May 2018
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",super cute and pretty comfy,"These super cute, casual sneaker that are pretty comfy. I personally would prefer a bit more arch support, but they are still comfy for casual wear.  They look cute with shorts, jean, and casual dresses.  I love the little gold details, like eyelets and on the end of the shoe strings.",Reviewed in the United States on 26 May 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Terrible shoes,"These are easily the worst shoes I’ve ever owned. I love the print, but they are so uncomfortable. There is padding in the bottom and the back of the shoe, but the back of the shoe pinches my heel. I did buy gel inserts to put in the back of the shoe, and they don’t help. I was hoping that the problem would get better once they were broken in, but I’ve worn them almost daily for 2 weeks and it’s not. I will not be buying another pair of Keds.",Reviewed in the United States on 22 June 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Cute but too stiff,These are so cute but I had to return them as they were way too stiff and would have caused blisters on my heels for sure. I had red marks just from trying them on. Super bummed because they are so cute.,Reviewed in the United States on 15 October 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Love them,I love these shoes. They are so comfortable!,Reviewed in the United States on 7 September 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Comfortable and trendy,Very cute!!,Reviewed in the United States on 23 April 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Go ahead a purchase....they are worth it!,Beautiful and comfortable pair of shoes! I absolutely am obsessed with these!!,Reviewed in the United States on 30 July 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Cute but horribly uncomfy,"Very cute but horribly uncomfortable and strange sizing. Narrow in toe area but long and stiff, rubs heel. Returning.",Reviewed in the United States on 14 September 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Beautiful shoe,"I love Keds, they are one of my favorites shoes. I especially luv the cheetah print, that is also my favorite.",Reviewed in the United States on 25 June 2020
"Keds Women's Jump Kick Leopard Sneaker, Tan, 7 UK",Great Shoe,Perfect Fit ! Look Great! So Comfortable!,Reviewed in the United States on 23 July 2020
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Schick,"Sind soweit zufrieden.Schuh ist einfach schick mit den Blümchen darauf und die Farben sowieso.Verarbeitung ist immer soweit in Ordnung, ist auch nicht unser erster Schuh dieser Marke.Punkt Abzug gibt es nur für die Größe, da wir etwas wollten das bissel länger hält und eigentlich ne Nummer größer genommen hatten, nur ist er schon bald wieder zu klein.Aber alles in allem kaufen wir gerne diese Schuhe, preiswert und gut.",Reviewed in Germany on 30 August 2019
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Rapporto qualità/prezzo eccezionale,"Acquistate in offerta a €10,50 il prodotto ha un ottimo rapporto qualità/prezzo, sono ben rifinite, calzano bene, sono anatomiche e la bambina le trova comode. Le ho trovate migliori di altre marche più blasonate che di solito ""appiattiscono"" l'arco plantare, queste, invece, lo seguono molto bene.",Reviewed in Italy on 22 September 2018
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Lico Turnschuhe lieber 2 Nummern größer!,Ich habe erneut Schuhe dieser Marke für meine Tochter für den Sportunterricht bestellt. Ihr gefallen sie sehr und sie sind sehr bequem. Eigentlich hat meine Tochter grad 30/31. Die letzten Schuh waren in 31 aber sind ihr jetzt zu klein. Habe die 32 u 33 bestellt... Man kann die Innensohle rausnehmen und da sieht man das die 33 genau richtig ist...Fazit: Lico immer 2 Nummern größer bestellen solange das Kind noch wächst 😉,Reviewed in Germany on 9 September 2020
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Sohle löst sich..,Unsere Kinder tragen seit Jahren Sportschuhe von Lico und das Preis-Leistungs-Verhältnis hat uns immer überzeugt! Bei dem letzten Paar Löst sich leider nach kurzer Tragezeit die Fußsohle und ist nun zur stolperfalle geworden...:-(,Reviewed in Germany on 9 October 2020
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Schicke Turnschuhe,Mit großen Augen hat meine Tochter (6) diese Schuhe bestaunt und gleich getragen. Passen perfekt und sind bequem. Und vor allem sehen sie super aus 😍,Reviewed in Germany on 8 March 2020
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Loose sole after 2 months use,Very pretty in appearance but the soles come loose after just 2 months. I do not recommend this.,Reviewed in Germany on 2 November 2020
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Zu gross und zu weit,Wenn ihr sie bestellt empfehle ich 1-2 Nummern kleiner,Reviewed in Germany on 29 May 2021
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child","Buenas zapatillas, cómodas y duraderas.","Muy buena, mi hija de 4 años las usa para la gimnasia del cole y después de un año de trote, aún están perfectas. Me ha gustado ésta marca, repetiré!",Reviewed in Spain on 15 January 2019
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",Sehr zufrieden,Die Schuhe sind sehr schick.,Reviewed in Germany on 4 July 2021
"Lico Boy's Girl's Silverstar V Multisport Indoor Shoes, Turquoise (Türkis/Silber Türkis/Silber), 9.5 UK Child",MALA CALIDAD,En un par de meses las puntas de las zapatillas ya estaban despegadas y en unos meses más tienen un aspecto lamentable,Reviewed in Spain on 3 October 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Almost 5 star,These are great minus the fact the tongue is sewn to the insides of the shoe...maybe that is a thing they do to cleats but my first experience and makes a little difficult to get on but upside doesn’t come off easy either when untied. So otherwise 5star would have been given!,Reviewed in the United States on 11 March 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Small fixed opening,The opening for the shoe is fixed. It doesn’t stretch and the opening is small. So unless you have an extremely petit ankle and foot area then these are nearly impossible to put on.  My 9 year old who is petite couldn’t even get these on after trying a second pair a size larger.  Disheartening considering Adidas cleats are our normal go-to.,Reviewed in the United States on 16 March 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Daughter loves them!,Daughter loved them. Fit was great and they look great too! Daughter is 12.,Reviewed in the United States on 22 May 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Perfect,"Shoes fit perfect. You have to break them in though. Overall, great fit and great look.",Reviewed in the United States on 5 April 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Comfortable,No more blisters,Reviewed in the United States on 14 July 2021
"adidas Women's Icon V Bounce W TPU Baseball Shoe, Collegiate Navy/Collegiate Navy/Glow Blue, 11 UK",Great fit!,I wear a size 9 1/2 fits perfect!,Reviewed in the United States on 2 July 2020
"Bloch Women's Curtain Call Dance Shoe, Black, 2 UK",Too small. How do I return item.,Too small. I want to return them for a pair that fit comfortably. Have two bloody blisters now.,Reviewed in the United States on 8 April 2019
"Bloch Women's Curtain Call Dance Shoe, Black, 2 UK",Great for dancing.,"My wife recently used these every day on our cruise and found them to be excellent for dancing.  They are pretty good looking, too.",Reviewed in the United States on 23 February 2016
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Excellent Value,First pair I ordered was too large but these fit perfectly. I normally take a 11 1/2 but a 11 was too large. 10 fits nicely. They are very nice sandals at a very reasonable price.  Very fast shipping. I ordered them just before noon on Thursday and they arrived Friday.  WoW.,Reviewed in Canada on 4 May 2019
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",The insole is uncomfortable,"After I tried them on, I then bought a different type, because the insole has a ridge on one side that feels uncomfortable.(The different ones I bought next — DenverHayes Quad Comfort — feel amazing!)",Reviewed in Canada on 21 July 2019
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Great Father's Day Gift!,"Yes, my husband was thrilled with his new Sandals! They fit very good and he was happy with the colour choice!",Reviewed in Canada on 26 July 2020
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Cómodas,Fue un regalo para mi papá y le quedaron muy bien. Cómodas y frescas,Reviewed in Mexico on 3 March 2021
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Un poco grandes pero bonitos.,"Los pedí para mi novio, él es #7 en México y los que pedí de acuerdo a la conversión le quedaron un poco grandes pero nada grave. Me dice que son muy cómodos y se nota desde el material de la plantilla. Son bonitos y los compré a muy buen precio durante el hot sale.",Reviewed in Mexico on 14 July 2017
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Perfect size,Perfect. Exact size. Very comfortable. Would buy again.,Reviewed in Canada on 21 July 2021
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",As ordered. Wish someone would make them out of leather.,As ordered. Wish someone would make them out of leather. Would have given 5 stars if had leather uppers.,Reviewed in Canada on 1 June 2019
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Quality,The quality is not good,Reviewed in Canada on 20 July 2021
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",foam too soft,"A bit bigger.The foam will sunk in and your feet will feel the bottom.Due to a bit oversize when walking, the area near the toe cap is rubbing my toes.",Reviewed in Singapore on 21 August 2020
"Dockers Men's Shorewood Fisherman Sandal, Briar, 6 UK",Excelente calidad,"El producto es de una excelente calidad, es muy amblio y recuerden que si lo usan sin calcetin, recomiendo pedir una talla mas chica.",Reviewed in Mexico on 27 July 2019
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Adidas Running Shoes,Purchased for myself but found too narrow for my feet. Gifted to my daughter whose feet are skinnier. LOLGreat price and nice looking sneakers :D,Reviewed in Canada on 4 December 2020
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Recomendado,"Quedan perfecto a la talla, yo soy talla 5, pedí 8 USA y me quedó perfecto.Son suaves,  cómodos y originales,  los ame, son super livianos para correr!",Reviewed in Mexico on 15 August 2021
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Ligeros y cómodos,"Son muy ligeros, ideales para correr o en general hacer ejercicio. Aunque son sencillos, son muy cómodos y están lindos. Soy talla 25 MX, pedí el 8 de EEUU y me quedaron bien.",Reviewed in Mexico on 28 September 2021
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Buena calidad.,Según lo esperado para la marca parecen ser de excelente calidad. Falta ver desempeño a largo plazo.,Reviewed in Mexico on 25 September 2021
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Product wore out after 7 weeks of use,Product wore out after 7 weeks of use on the sole and the upper mesh.  Just athletic long 10K walks 5 times a week.,Reviewed in Canada on 6 August 2020
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Cómodos y modernos,Muy cómodos para hacer ejercicio y el outfit diario.,Reviewed in Mexico on 7 December 2019
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Nice Shoes!,Fits perfect and looks great!,Reviewed in Canada on 28 November 2020
"Softinos Men's Cul479sof Classic Boots, Black (Anthracite 010), 7.5 UK",delusione totale,"Compro scarpe softinos da qualche anno, ormai… sono belle esteticamente, molto curate nei dettagli, e, cosa importantissima, ultracomode. Come guanti. E spesso riesco anche a trovare delle buone offerte. Ma queste… un disastro! Esattamente come è successo all'altro acquirente, la suola si è letteralmente staccata dalla tomaia. E non puoi nemmeno restituirle, perché le hai usate, ovvio. Spero che qualcuno, almeno, legga queste recensioni.",Reviewed in Italy on 25 November 2020
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Merci,Merci,Reviewed in Canada on 8 October 2021
"Softinos Men's Cul479sof Classic Boots, Black (Anthracite 010), 7.5 UK",Sohle löst sich ab,Ultraleichter und angenehmzu tragender Schuh. Leider löst sich schon beim 2. Tragen die Sohle ab. Qualität mangelhaft.,Reviewed in Germany on 20 July 2020
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",MUY COMODOS,"SUPER COMODOS, QUEDAN COMO UN GUANTE, LA TALLA EXACTA, ME ENCANTARON.",Reviewed in Mexico on 3 December 2021
"adidas Women's Cloudfoam QT Racer Shoes Running, Linen/Cloud White/Glow Pink, 3.5 UK",Perfect for Everyday Wear,"I read many reviews before I bought these. Since so many people said they run big and my last pair of adidas cloudfoam were pretty big, I went half a size down. I usually wear 8.5 so I ordered an 8. They were a little tight the first couple times I wore them so I would advise just ordering them in your regular size. Luckily they've stretched out a bit so my foot fits in there perfectly now. I just have to wear thin socks. The shoes are super light weight. I've used them for the gym and for running errands. Only thing I don't like is that the bottom of the shoe is too smooth. I'd be scared to wear these on a rainy day.",Reviewed in the United States on 18 May 2019
"BOSS Business Herren Pacific_Thng_digital Flipflop, Bright Green320",Mal producto,Al mes se dañoNo es buena calidad,Reviewed in the United States on 5 June 2021
"Merrell Jungle Moc Leather (Toddler/Little Kid/Big Kid),Black,12.5 M US Little Kid",Made well for the kid who plays hard,Nice tough shoe for my play hard grandson to wear with his school uniform. He’s hard on shoes and these are holding up nicely.,Reviewed in the United States on 11 October 2019
"Merrell Jungle Moc Leather (Toddler/Little Kid/Big Kid),Black,12.5 M US Little Kid",Five Stars,Great shoes for school,Reviewed in the United States on 30 September 2015
"ARA Women's Nara Sneaker, Sand White Amber, 4.5 UK",NARA Sneakers,Tolles Fußbett,Reviewed in Germany on 14 July 2021
"Andrea Conti Women's 0348736 Sneaker, Grau Schiefer 261, 3.5 UK",Schnelle Lieferung,Sehr schnelle Lieferung gute Verpackung des gewünschten Artikels.Gerne wieder,Reviewed in Germany on 12 November 2019
"Andrea Conti Women's 0348736 Sneaker, Grau Schiefer 261, 3.5 UK",Alles super,"Super bequemer Schuh, schöne farbe",Reviewed in Germany on 12 January 2021
"Andrea Conti Women's 0348736 Sneaker, Grau Schiefer 261, 3.5 UK",Great color,"I own this shoe in denim, burgundy, pink, mint green and now red. Love them all",Reviewed in the United States on 9 August 2021
"HEAD Sprint Pro 3.0 Men PULI Tennis Shoe, Violett/Lime grün",Shoe has started to wear off from the top just in 5 outings on court. Need to be replaced,Shoe was started to tear ( see above) just in 5 outings on the court.This needs to be replaced,Reviewed in Singapore on 7 September 2021
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Way too narrow!,Nice shoes and good bottom support but way way too narrow and pinches my toes. I have small narrow childlike feet and these are still way too narrow! Not accurate sizing.,Reviewed in Canada on 25 June 2021
Skechers Women&#39;s Go Walk 5-15918 Sneaker,"Very nice looking shoes, and comfortable",These shoes are very nice and quite comfortable. I usually wear a 10 but these fit small so I had to reorder in 10.5. Love skechers slip on shoes!,Reviewed in Canada on 25 June 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Not made to last more than a few months — POOR QUALITY!!,Holes have worn in the toe area within months of moderate indoor use. Very poor quality. I was happy with these shoes until this happened. See image. I'll NEVER buy Skechers again.,Reviewed in Canada on 8 August 2021
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Thumbs up,Love these shoes. Lightweight and very comfortable.  Not good for a wide foot. Otherwise true to size.,Reviewed in Canada on 17 January 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Very Light and Comfortable shoes 👍🏻,Perfect fitting...Very Light Weight and Comfortable... Highly recommend 👍🏻👍🏻,Reviewed in India on 22 October 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Way too small for the size,Way too small for a size 7,Reviewed in India on 9 November 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Great light weight shoe,I’m happy with fit and comfort of shoe,Reviewed in Canada on 8 July 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Beautiful and very comfortable,"I love the way it fits, very comfortable for work.",Reviewed in Canada on 15 January 2020
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Severe foot pain pain after wearing shoes,severe foot pain near the ankle after wearing this shoes. It is surely a defective product. Window return closed so couldnt exchange. What a waste.!!,Reviewed in India on 10 January 2021
Skechers Women&#39;s Go Walk 5-15918 Sneaker,Run small in size,They seem a bit odd fitting compared to other sketchers but ok. Getting use to them.  The back is a bit low,Reviewed in Canada on 29 January 2020
"ECCO Men's ST. 1 Hybrid Lite Plain Toe Oxofrd, Shale Nubuck, 13-13.5",Perfette e comode,La consueta sicurezza nell'acquistare scarpe Ecco. Comode e confortevoli.,Reviewed in Italy on 12 August 2021
"ECCO Men's ST. 1 Hybrid Lite Plain Toe Oxofrd, Shale Nubuck, 13-13.5","Super comfortable shoe, but color is a bit off","Loved the shoe - super comfortable. Only problem was the color - kid of a taupe-y grey.  Just a little off for my clothing colors.  Would have been great if it was a true dark charcoal grey - otherwise, straight black always works, but sadly, that was not a color option.",Reviewed in the United States on 23 October 2021
"ECCO Men's ST. 1 Hybrid Lite Plain Toe Oxofrd, Shale Nubuck, 13-13.5",Upper not flexible.,"Way to narrow, plus the upper was not flexible.",Reviewed in the United States on 22 December 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Decepción número grande,No era lo q esperaba. Me base en la tabla que tienen para las tallas y me quedo demasiado grande. La parte de enfrente estaba demasiado ancha también. Y el color no era como el de la foto.,Reviewed in Mexico on 14 September 2019
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Cómodos y bonitos,"Dos veces pedí este modelo, en uno me cancelaron el pedido y el reembolso fue rápido. La segunda vez me mandaron el número equivocado, se le quedaron a un familiar,  el modelo le gustó y la comodidad, recomiendo que pidan medio número menos del que calzan vienen amplios.",Reviewed in Mexico on 18 October 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Excelentes,"La calidad de los tenis es muy buena y a ese precio excelente! En lo particular me encanta el color, los uso para correr y son muy ligeros y cómodos.",Reviewed in Mexico on 17 February 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",No fui fan,"Los devolvi, el precio era atractivo pero no me gustaron los acabados y la forma, parecia tamal. Los colores no eran feos pero no eran de una calidad destacable. no pagaria mas de 500 pesos por ellos.",Reviewed in Mexico on 23 September 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",TENIS,POR CONSEJO DE UNA  AMIGA PEDÍ TENIS DE ESTA MARCA. ELLA DIJO QUE VENÍAN EN TAMAÑO REDUCIDO. ASÍ QUE SOLICITÉ 2 NÚMEROS MAS  GRANDES. POR LO CUAL NO ME QUEDARON. TUVE QUE DEVOLVERLOS,Reviewed in Mexico on 8 January 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Good buy,"Somehow I think the shoes look wider on the pictures, colours are very true to the pictures, shoe soles are not as thick as I have imagined. But for the sales price I got I cannot really complain much.",Reviewed in Canada on 1 January 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Vienen más grandes!!!,"Los tenis están suuuper bien, un producto de calidad, sin embargo los devolví derivado a qué a la persona le quedaron demasiado grandes a pesar de ser su talla, es decir, vienen más grandes, MODO WIDE, para personas con pie ancho, OJO: si los vas a comprar ten en cuenta que vienen más grandes que la talla que compras.",Reviewed in Mexico on 12 July 2020
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Muy cómodos,"Excelente!! Me gustaron más como se ven ya puestos que en la imagen. Súper cómodos.Pedí 7 WiDE y con las plantillas que uso quedaron perfecto. Me encanta New Balance porque nunca he tenido que ""moldear los zapatos/tenis"" desde la primera ve se sienten muy agusto.",Reviewed in Mexico on 6 September 2019
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Calzado Recomendable,"Fueron los primero new balance de mi hija, me arrepentí de no haber comprado para mí ya que estaban con descuento, el calzado es cómodo, ligero y su estética esta del cien..... Volvería comprarlo",Reviewed in Mexico on 16 October 2019
"New Balance Women's WS009V1 Sneaker, Marblehead/Bleached Lime Glo/Light Reef, 4 UK",Bien,"Me gustó el precio, estaba excelente, se sientes ligeros y muy cómodos, la parte del frente parece gamuza, pero no lo es, es un material sintético.",Reviewed in Mexico on 4 October 2019
adidas HVC Wrestling Shoes - Black/White- 8,Comfortable for drumming,"New shoes specifically bought for thin soles used for drumming. Very comfortable. I always enjoy all of my Adidas shoes. Will only be used for drumming. Look great, more importantly appropriately thin-soled for drumming. Would recommend.",Reviewed in Canada on 30 August 2021
adidas HVC Wrestling Shoes - Black/White- 8,I’d recommend it,Very very good,Reviewed in Canada on 25 December 2019
adidas HVC Wrestling Shoes - Black/White- 8,weat 11 usually and for these shoes have 10. ...,weat 11 usually and for these shoes have 10.5 and next time i think ill go with 10. i'd say orear .5 smaller then your adidas shoes or 1 smaller then any other brand shoe. shoes are confy tho and seem durable,Reviewed in Canada on 24 December 2016
adidas HVC Wrestling Shoes - Black/White- 8,Five Stars,Awesome !!,Reviewed in Canada on 7 June 2018
adidas HVC Wrestling Shoes - Black/White- 8,Great Shoe for the gym,Great shoe for the gym and skipping. I ordered half size bigger like recommended an they work perfect.  I wouldn't run in them but they are nice and flat and work great for squats and deadlift.,Reviewed in Canada on 9 January 2017
adidas HVC Wrestling Shoes - Black/White- 8,Love these,Good value for the money,Reviewed in Canada on 29 April 2020
adidas HVC Wrestling Shoes - Black/White- 8,Four Stars,Quality looks good however It was small in size. Return to vendor.,Reviewed in Canada on 8 January 2017
adidas HVC Wrestling Shoes - Black/White- 8,Four Stars,Great fit and feel would recommend this shoes,Reviewed in Canada on 16 November 2015
adidas HVC Wrestling Shoes - Black/White- 8,Five Stars,It is a really good pair of wrestling boots! I would recommend these for starters!,Reviewed in Canada on 18 November 2015
adidas HVC Wrestling Shoes - Black/White- 8,Five Stars,Great shoe but a bit narrow,Reviewed in Canada on 16 July 2016
"MARC JOSEPH NEW YORK Women's Leather Laceup Fashion Bowery Sneaker, Black Nappa, 4 UK",Cool gear,Good shoes,Reviewed in the United States on 3 March 2021
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Looks nice,Brought as a work boot but I did not like the height of the heel so returning for refund,Reviewed in Canada on 9 February 2020
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,A little large,"Good boot, just a little larger than expected as I ordered a little big thinking that actual size would be too small.... returned for a little smaller size.",Reviewed in Canada on 24 October 2019
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Yeee haaa,Thank ya kindly sir,Reviewed in Canada on 30 March 2019
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Perfecto,"This is my 2nd pair , love them , love them , love them. Be Blessed",Reviewed in Canada on 4 October 2020
Dan Post Men's Albuquerque Black Size: 9.5 X-Wide,Quality design has been exchanged for quick profit. Sorry I gotta move on to a new brand.,"I've been buying dan post albuquerque boots for several years now and they have been great until now. They have obviously changed the manufacturing to a much lower quality. I usually plan on buying a pair every year. I use my boots pretty hard in the garage for welding and fabricating and so far the albuquerque has taken the beating gracefully. But as soon as I opened the box for the new pair I immediately noticed the difference in quality. I included pictures of the old boot compared with the new one. The heal used to have layers of leather between the layers of sole material (rubber, plastic, poly-blablabla whatever?) It was tacked in to place and provided a sturdy support. The new boot has a chunk of foam like garbage the same as any pair of cheap garbage boot one could buy at Walmart. But they compensate for it by coloring it to look like layers of leather. I did try them on and they just didn't feel the same. The sturdy support I have come to count on has been replaced by a feeling of cheap low quality design compromises in exchange for quick profit. With a history of plantar fasciitus I just can't take the chance of wearing low quality footwear. Sorry Dan post, I gotta move on.",Reviewed in the United States on 8 March 2021
